M2	e1	P2	omega1	s1pp	s2pp	s3pp	ph1pp	ph2pp	ph3pp	s1sp	s2sp	s3sp	ph1sp	ph2sp	ph3sp
0.1	0.0	300	1.570793185202243	0.0011059893674339922	0.08306616225132686	0.00832011045365982	-0.0769086707401366	-1.1976420465068236	4.5317514501532425	0.0011647081107689652	0.08296019977676984	0.007810408070400185	2.3660226253891667	-1.2008657156462221	1.3232895999029666
0.1	0.049999999999999996	300	1.570793185202243	0.0017687083700641424	0.077856774908238	0.007613471415041482	-0.36584093403692186	4.185734884697445	3.114615639533054	0.0005742587520078089	0.08831643442353862	0.008593302508261921	1.0480823105945845	4.183518828931621	-0.028600112948904584
0.1	0.09999999999999999	300	1.570793185202243	0.002061533028121912	0.07306590509094528	0.007731319706299347	4.306326838406096	1.78266027889623	-0.43803434753239145	0.0010764090960067646	0.09311288318037908	0.008037129165627273	0.13711415597589627	1.7777842594529274	2.6287150785348263
0.1	0.15	300	1.570793185202243	0.0032244587241242544	0.06751964523477391	0.007908925907309263	-0.10310449511304319	-0.16835354253941778	-0.2658010312682539	0.0022379141800096094	0.097222164655002	0.0076449934477255494	3.1372761976013144	-0.1667857420513103	2.9046671321156836
0.1	0.19999999999999998	300	1.570793185202243	0.003379309372881116	0.06290166919116343	0.007152304832866715	2.072546637835052	4.633002655707153	0.6378902374098717	0.0005841572275152717	0.10296545158608765	0.008364196460317275	-1.2807386636242877	4.629750231151497	3.8254691204305287
0.1	0.24999999999999997	300	1.570793185202243	0.004100606864948916	0.05746444916527709	0.006552605954935726	3.8428812643118073	0.8959210899701896	4.5056073866030255	0.0006657475510144269	0.10705377224006624	0.008626549049587283	2.347256674512402	0.8980437139150376	1.3272527394258924
0.1	0.3	300	1.570793185202243	0.005771326227398623	0.052767785952456875	0.0061689243634716435	1.3616801023147915	3.0430687848013336	4.591056556782398	0.002550498213488687	0.11174583158218607	0.007995354672536191	-1.049441019432825	3.046937017082554	1.3707473510172696
0.1	0.35	300	1.570793185202243	0.005028170971384057	0.04796375237822571	0.005437604810388166	2.5398069295883055	-0.7581748542140705	1.9829468621258863	0.0010057692445159796	0.11577234447908254	0.008385781896309858	-1.4189407636642972	-0.7595234689608346	-1.1283520435270535
0.1	0.39999999999999997	300	1.570793185202243	0.01011940989240838	0.043038942868970094	0.005516579651775871	0.3036282715951614	0.849041476349815	1.2791221534937933	0.007737507313339791	0.11968739923909276	0.006683247396856157	3.481639956898915	0.8418085189995582	4.475883117774911
0.1	0.44999999999999996	300	1.570793185202243	0.010487667723289858	0.038611346423322146	0.004947373143706269	1.2883981912529086	2.937679696737704	4.416387202063848	0.0060690346299641955	0.12445032337483994	0.007164315401613537	4.700160023310679	2.9342013296332574	1.2906015308289311
0.1	0.49999999999999994	300	1.570793185202243	0.014206311601237982	0.03410614281119504	0.004564360867341299	0.3256253130984386	0.8159650726469005	1.2435920943161014	0.012095601515143235	0.127442804917413	0.005464403957611203	3.471062937772065	0.8084920379053139	4.407948097591332
0.1	0.5499999999999999	300	1.570793185202243	0.006848423654089439	0.029738882439835666	0.0034440543187982046	3.3669619919636204	0.2507073403637368	3.546718922717939	0.003245191705186897	0.13073129927618526	0.0073155547283899084	0.19834098302697145	0.2543756357322991	0.3490748641380193
0.1	0.6	300	1.570793185202243	0.018131758227592533	0.02563187069525891	0.003341833472604826	0.2897165265104925	0.7184506123365882	1.1107142395393694	0.017810389847715682	0.13420846198774744	0.004138886443292559	3.444686881429663	0.7042448213722653	4.309969920208572
0.1	0.6499999999999999	300	1.570793185202243	0.016721095605907767	0.021833807313809777	0.002795417816856197	-0.8958160928705399	3.8075493539802627	2.6267762835254844	0.01526969770928492	0.1376527680427357	0.005238278266529632	2.005727016759659	3.8117838003709434	-0.784480290033454
0.1	0.7	300	1.570793185202243	0.014273402700252296	0.018015864502684324	0.0021420859971319085	-1.2402662843670949	2.8689315333000875	1.237450127613151	0.016097134115493683	0.14087519603614604	0.005194481716195496	1.60674146503809	2.8627912669859557	3.9870828311405555
0.1	0.7499999999999999	300	1.570793185202243	0.009331514960707504	0.014384667755595583	0.001505526242009605	2.049612221142453	-0.9814193532359522	1.629559351617828	0.013649823702743669	0.14320531535409267	0.006302404489931954	-0.7980387699885145	-0.9747625002131873	-1.2695854791593808
0.1	0.7999999999999999	300	1.570793185202243	0.02501794489385916	0.011505341371954459	0.0015436565275835363	-0.22966928619527877	-0.8435227553596697	-1.250163376981317	0.03370195058073691	0.1452055355849613	0.0015756131517034972	2.8396972136492606	-0.7885570907608406	0.8315799577156552
0.1	0.85	300	1.570793185202243	0.025982216369753203	0.0080067545397305	0.0007091758166207169	0.18570039331010044	0.4151472012284888	0.6500223693216962	0.04204264371699217	0.1467760992180098	0.00048437938043457594	3.3530632530852906	0.45134234907634796	0.17804739267538544
0.1	0.8999999999999999	300	1.570793185202243	0	0	0	0	0	0	0	0	0	0	0	0
0.1	0.95	300	1.570793185202243	0	0	0	0	0	0	0	0	0	0	0	0
0.15000000000000002	0.0	300	1.570793185202243	0.0009069030856301934	0.07923794049868364	0.006175344772681761	2.8443004507558096	-0.43312339327643035	2.4879231340519388	0.00018728182229704702	0.07887618589982225	0.007337718133395832	1.5375646317000997	-0.4310607512954482	-0.631263813714867
0.15000000000000002	0.049999999999999996	300	1.570793185202243	0.0011246618960269678	0.07497297900626188	0.006777649786987961	1.8276407090299265	-1.4423889809096282	0.9281552514880056	5.406981116015622e-05	0.08440544402446452	0.007249884234129611	0.5236451358440277	-1.4451792693604057	4.144962106927203
