M2	e1	P2	omega1	s1pc	s2pc	s3pc	ph1pc	ph2pc	ph3pc	s1sc	s2sc	s3sc	ph1sc	ph2sc	ph3sc
0.1	0.0	300	1.570793185202243	0.043615527836275626	0.021459680892155417	0.0007702534003320304	-0.7843443401069474	1.5940351341358139	0.8722373662460353	0.041867484437833453	0.020926505335641693	0.001255590405966987	2.321533786569144	1.5289579719355486	4.216543628592559
0.1	0.049999999999999996	300	1.570793185202243	0.04717961119137605	0.0521016627049692	0.000606433756914417	1.853014173364331	0.591427497528963	4.053298796081954	0.039754684076268476	0.010339557800398342	0.001387745721912197	-1.2645110186098019	3.693296183527295	-0.7063165433102211
0.1	0.09999999999999999	300	1.570793185202243	0.05203758904115273	0.08339106783203602	0.0035428219069684377	0.8055215745860589	-1.5137293709915265	2.1669795507995047	0.03565266721487916	0.04199595721235599	0.0007095502008251258	3.9984029594470973	1.6220348084231373	2.6829261845409755
0.1	0.15	300	1.570793185202243	0.05667289700268546	0.11383275037349823	0.005014204143419282	4.408518626316576	-0.6022401388272617	0.8287196179176866	0.0344384814089512	0.07302650231345997	0.0006637828738736747	1.2313042800194967	2.5386469984896	-1.395209357490359
0.1	0.19999999999999998	300	1.570793185202243	0.06405303448722383	0.14541226112793865	0.011650341728145436	0.10240054228288993	3.393732629581819	0.2748517898274783	0.03086255289227539	0.10568560095883475	0.004168993218722152	3.277863242452674	0.2500255432859482	3.3108139978827174
0.1	0.24999999999999997	300	1.570793185202243	0.06889664915785447	0.17547796529615142	0.01595921052537641	0.46351491602206984	4.151776980034987	1.3615080391542245	0.02903561029818264	0.13755286780265685	0.007483557044691149	3.670173974010889	1.007115118915631	4.437345120880642
0.1	0.3	300	1.570793185202243	0.07174557260563419	0.20568081734698215	0.017682095607612604	3.4951716466017255	3.843501684900291	4.177809138900357	0.028500655976270113	0.16925067782577022	0.008334250276808708	0.37288317173350216	0.6949364075440831	1.0501239983906634
0.1	0.35	300	1.570793185202243	0.08221775407921568	0.23471612396885747	0.028456465599937347	-0.592700128400069	1.9901015707026912	4.507102751975044	0.026945846731092717	0.20167816265952546	0.017660394455436948	2.567159496998408	-1.15298913263023	1.3360202829841226
0.1	0.39999999999999997	300	1.570793185202243	0.08926325116816128	0.26238942512992897	0.034049982455880035	4.451339020945099	-0.4434905888116923	0.9217008517356494	0.028207417552492474	0.23325134654578572	0.02241193662402422	1.2811626245540029	2.6980112690424396	4.047942352988469
0.1	0.44999999999999996	300	1.570793185202243	0.09108145068074434	0.29393188740860277	0.036391204026281335	3.1272888648324435	3.1875758752045162	3.093422920310411	0.026747103442905863	0.26750876388258293	0.024413735221135224	0.014438800720172966	0.0379486117459407	-0.11006825993703546
0.1	0.49999999999999994	300	1.570793185202243	0.10453835887004942	0.3179218698409207	0.051298624600456776	-1.5291242530837927	0.20243973709998833	1.8532407606133205	0.02702191744935177	0.2979234714159972	0.040136474511025186	1.5748955328012533	3.3483776746874887	-1.3130516982254057
0.1	0.5499999999999999	300	1.570793185202243	0.11438947065792689	0.3476516573801628	0.060600602862767784	2.2496776966618937	1.524292392398571	0.5298517403025401	0.028316791430934025	0.33224636839577404	0.04982226711504541	-0.9089580209482132	4.6624064807357	3.6328588097061942
0.1	0.6	300	1.570793185202243	0.12418484055810255	0.370872810817777	0.07099764028845021	4.145431677439197	-1.0002983714539226	0.02068644599354206	0.03096399787482329	0.36315242078059834	0.060738414166400086	0.9561467804376531	2.144710439934211	3.1458673432076316
0.1	0.6499999999999999	300	1.570793185202243	0.12989436057014211	0.4004254308898167	0.0781564475527844	2.233683237986793	1.5375237080102477	0.559303853423247	0.034488613805111076	0.40093984648678394	0.06895292843107288	-0.8627314158240489	4.682889849607965	3.6780089281272312
0.1	0.7	300	1.570793185202243	0.14205739596136757	0.4254151168819221	0.09463649895475934	-0.9682853443691466	1.2951627147352491	3.462635349071572	0.03438104883486	0.4371829521297039	0.08777878419529406	2.206202642924058	4.427942129634465	0.30248546199802845
0.1	0.7499999999999999	300	1.570793185202243	0.14872078193189178	0.4396729514362433	0.10001375054124924	-1.5411974785306919	0.28569677070787214	1.865634682048198	0.03863104216258616	0.4629402180566062	0.09758933264081161	1.4341662815726834	3.41724112604901	-1.2929983115999157
0.1	0.7999999999999999	300	1.570793185202243	0.16202125678736773	0.46276197502658917	0.11173352253329255	1.2443710938351824	-0.535033631779342	3.7422672508598716	0.03940441998640908	0.5077405059136137	0.11850115529336522	4.367956615782649	2.60867116390994	0.6068260450140741
0.1	0.85	300	1.570793185202243	0.176245168502227	0.4897372355821159	0.13020034753069276	0.6646137260361125	4.690013848410945	2.1466366660703513	0.04582399360796351	0.5610648145943882	0.14487048710394643	3.662755865834093	1.5512986319994118	-1.017865739724197
0.1	0.8999999999999999	300	1.570793185202243	0	0	0	0	0	0	0	0	0	0	0	0
0.1	0.95	300	1.570793185202243	0	0	0	0	0	0	0	0	0	0	0	0
0.15000000000000002	0.0	300	1.570793185202243	0.03786372393293103	0.020798730425713684	0.0008668558515720438	0.21141275827547099	3.5688655105762717	3.7526494125770573	0.03560609075515695	0.01985691179890499	0.0012864679119055679	3.378167628998449	3.5866903259856167	0.3126337691143177
0.15000000000000002	0.049999999999999996	300	1.570793185202243	0.041198468236940115	0.049943832016417236	0.0010180345009806854	-1.4459812946932948	0.22328553433722026	2.86565196935726	0.03407224972740305	0.00976654182709469	0.001342914236029992	1.6403370023425816	3.3758099354172115	1.87122303368552
0.15000000000000002	0.09999999999999999	300	1.570793185202243	0.04513411711462448	0.0793535369370043	0.003247619308628091	0.8683204559487134	-1.3876258898365341	2.2690514461897084	0.03061587704591391	0.03990827186827319	0.0005390978020012772	4.067118275626251	1.7460302692968328	3.122977574087821
0.15000000000000002	0.15	300	1.570793185202243	0.04834550552738448	0.108969962899622	0.004433203423087444	2.2471464412446602	1.4461843656409634	0.23397134129163977	0.02949188300086445	0.06997800536983019	0.0010757951724236737	-0.8315098756538015	4.577652404344677	2.3233646462482134
0.15000000000000002	0.19999999999999998	300	1.570793185202243	0.05208837400002455	0.13803283592380883	0.007168393314607004	3.8516669830636276	4.558753010169222	-1.037170497192388	0.028702232908596574	0.10031345699380072	0.0015669763921578536	0.6957502731663501	1.409771237167547	2.008293336144119
0.15000000000000002	0.24999999999999997	300	1.570793185202243	0.055040665548280215	0.16712097192994144	0.009574144026938836	3.326653339398282	3.538785783821128	3.6513267482632354	0.02610495389012947	0.13061697237863312	0.002949783431034216	0.2182465703124634	0.38801799411508187	0.3771279240616079
0.15000000000000002	0.3	300	1.570793185202243	0.066751647338903	0.19662536889169782	0.02116982836720599	0.30242392903611853	3.8779910559333377	0.9131158798864425	0.02359788197041698	0.16257188916980744	0.011986898168280951	3.51225331636987	0.7350511791004178	3.987044881400402
0.15000000000000002	0.35	300	1.570793185202243	0.07017130238455177	0.22227223107597563	0.023448988458226693	1.3779830264844053	-0.29377989684575506	3.9909199587051436	0.023927418723969775	0.191480661178632	0.015165810446979533	4.656435189148324	2.844841572130794	0.7835019991628482
0.15000000000000002	0.39999999999999997	300	1.570793185202243	0.07024870229684373	0.2520999015636405	0.023409188330617135	3.285109244454395	3.426840532238292	3.565467611058657	0.02499771552182548	0.22526818776748966	0.015038286191881769	0.17221348101058143	0.28979409164624026	0.41940674112859433
0.15000000000000002	0.44999999999999996	300	1.570793185202243	0.08531177793458555	0.2814443571841298	0.043788031018660654	0.4317846170403303	4.171723905057854	1.353229797819606	0.02217277438113266	0.2568964208940704	0.03217490945920325	3.584295141212763	1.0322819433958377	4.445566863154444
0.15000000000000002	0.49999999999999994	300	1.570793185202243	0.09071499941874268	0.3024313988696398	0.04516292253947272	1.6016050016968257	0.1734420738937202	-1.537205879494422	0.024670694365502878	0.2840100559699009	0.03473340800866504	-1.4554378214186208	3.3191136888985757	1.5814199141020853
0.15000000000000002	0.5499999999999999	300	1.570793185202243	0.09620638095841125	0.32689819213122034	0.05108475199152128	1.2059997200707078	-0.623322866491991	3.5514689212243047	0.02430746644702794	0.3145281254918965	0.042552074033066115	4.4340574226165685	2.517388532045844	0.39774059694074637
0.15000000000000002	0.6	300	1.570793185202243	0.11072350224724406	0.3607850680617537	0.07126726498443062	0.009831313421094593	3.393321147605379	0.1850117684918057	0.02471012919619897	0.3536405920423089	0.06157284072938748	3.0853733399304915	0.25058134705691454	3.295199898803096
0.15000000000000002	0.6499999999999999	300	1.570793185202243	0.10865271097060265	0.3858037031287823	0.06009435877982291	3.2553650000724215	3.48657303021998	3.511257735749905	0.027947595760351253	0.38755556500639365	0.05191135284745004	0.11503703969931407	0.3347231755636585	0.33419391044792324
0.15000000000000002	0.7	300	1.570793185202243	0.12397983965580879	0.4053075519102937	0.08754834182114041	0.6516249419423249	4.694798006072247	2.0941827676390385	0.028503602626746512	0.41905484172123386	0.08237763584505745	3.6809853048814083	1.5569682463493144	-1.063571165249719
0.15000000000000002	0.7499999999999999	300	1.570793185202243	0.14041438698863604	0.43530855339652513	0.10724161176031766	-0.265843436347333	2.825508272376591	-0.6250272536431543	0.030610444336621846	0.4604110274038054	0.10783663360208251	2.7354730219222687	-0.31612039251452945	2.4891322842950125
0.15000000000000002	0.7999999999999999	300	1.570793185202243	0.1397402160244612	0.4353449556298098	0.09554975911912687	1.8088195260799511	0.6113208777350372	-0.7866195613495395	0.03468073430313777	0.4752967529235363	0.10199888248127771	-1.2392577352801197	3.7445054234453536	2.3114510474087187
0.15000000000000002	0.85	300	1.570793185202243	0.14852076574954318	0.4620242194212623	0.1087055018030064	3.868844356211241	4.684008353565582	-0.9053990651371382	0.039336260530492495	0.5295327125199253	0.12223471998357062	0.6000747815606746	1.531122236799341	2.2162040373345215
0.15000000000000002	0.8999999999999999	300	1.570793185202243	0	0	0	0	0	0	0	0	0	0	0	0
0.15000000000000002	0.95	300	1.570793185202243	0	0	0	0	0	0	0	0	0	0	0	0
0.2	0.0	300	1.570793185202243	0.0322332997001181	0.01928460096183262	0.0009790103615330166	4.460726231465369	-0.561669875549383	3.408539002850431	0.03232194412528956	0.01926588363357656	0.0008199134927319461	1.2530876600193732	-0.5963452430143962	1.2562321265704202
0.2	0.049999999999999996	300	1.570793185202243	0.035465094391649035	0.047865559921945876	0.00104902224160675	1.6336400291101802	0.22048447869181426	3.5274966722625916	0.029682234321931716	0.009355183232544178	0.001056793954792037	-1.4161079606268836	3.3116821111893273	-1.2618621646238037
0.2	0.09999999999999999	300	1.570793185202243	0.038997374867605274	0.07585911999093081	0.0028761306279828664	1.3149031113152727	-0.4592454028051711	3.453618995334791	0.02693746397728918	0.03803303518073005	0.0008537314197132407	4.544325150574702	2.68210543055412	4.7109118971176684
0.2	0.15	300	1.570793185202243	0.043524577945470364	0.1045110322243491	0.00554910527549034	0.13241758563015568	3.4538393944324906	0.3347023395572883	0.02436973274651606	0.06718232336928805	0.0011090135014668243	3.3118789706686833	0.3068698085831114	3.283187609499477
0.2	0.19999999999999998	300	1.570793185202243	0.0424203755224842	0.13084353969310414	0.005076187043634315	3.06857117902549	3.0751394515981523	2.7963937299995725	0.0232290055685547	0.09523276696545806	0.001355129858533069	-0.017709207335666475	-0.07361873205485277	-1.1559141435288236
0.2	0.24999999999999997	300	1.570793185202243	0.04916144022502751	0.15995939729339556	0.009611671889403178	2.0673918713423864	1.1724980841266994	-0.19609563607930872	0.02418763571257728	0.125465163144755	0.003962588979274669	-0.9326377459286821	4.314560471290108	2.657722262896349
0.2	0.3	300	1.570793185202243	0.05087256853033376	0.1870959973042846	0.01164433792137015	2.7264282929412262	2.503630537666541	1.7957711853284632	0.021672383390559644	0.15465450557696092	0.005319971363027826	-0.30431128656837675	-0.6384249693423237	-1.5628995250144622
0.2	0.35	300	1.570793185202243	0.06279947177322717	0.21619551284474373	0.02598895618113246	0.37473258752655514	4.051574451084503	1.1582054097583863	0.019067046339079158	0.18589534309979439	0.01678223000967775	3.5749697705415797	0.910254004765067	4.228479263285633
0.2	0.39999999999999997	300	1.570793185202243	0.06530688360741842	0.2387970750666801	0.026838242580097166	1.9211593469534374	0.9011304097600749	-0.45466472404717195	0.02063365102998555	0.21235087903941646	0.01786161948440346	-1.0816501423823222	4.0431627788165	2.6246390716606207
0.2	0.44999999999999996	300	1.570793185202243	0.06995477555948337	0.26900208930471947	0.025781959927607206	3.595520762084665	4.040102975530629	4.533053707812416	0.022743501067997718	0.24665898128499045	0.017840931452911633	0.46738424847561905	0.8981125348955593	1.402837374186971
0.2	0.49999999999999994	300	1.570793185202243	0.0749399136039397	0.29512505868623995	0.029853652297625825	3.616277417873308	4.137353094126995	4.579639629557765	0.023409172138233035	0.27751271678511397	0.021872518190043128	0.509817236172465	0.9938000522665654	1.427168597609733
0.2	0.5499999999999999	300	1.570793185202243	0.08727944685785945	0.3203408761845717	0.05303664204878342	-0.6927428469439804	1.7985642490583698	4.223034638911554	0.021182693959193463	0.30647414911832715	0.04436111558987293	2.4712973094321136	-1.3544043785381517	1.0581775489758605
0.2	0.6	300	1.570793185202243	0.09001044700163235	0.3349254394119413	0.051366471411495744	1.87722977339487	0.7678158544085852	-0.5943644095911549	0.023094222169249747	0.3284800318362679	0.04397065460649926	-1.1281112666590074	3.902615666814453	2.4903331928318586
0.2	0.6499999999999999	300	1.570793185202243	0.10306042170140219	0.3684676758427697	0.07375486756085585	0.3220980555895348	4.134728470548388	1.1775751837273778	0.02197144613525197	0.37188695134433253	0.06781690004577746	3.34397346825907	0.9998023813195601	4.299462849072962
0.2	0.7	300	1.570793185202243	0.10230768980059365	0.376801939079719	0.06925810227979343	1.3836434129141593	-0.2350723021840456	4.147833088929346	0.025598232927601113	0.38987727199058664	0.06424362083991593	4.621237935198211	2.904454557861241	0.9683595993427276
0.2	0.7499999999999999	300	1.570793185202243	0.11039889696209197	0.3964105826997646	0.07202596939932722	1.5470366118746899	0.11541347357629035	4.654918681557376	0.02694624583818422	0.42227985225431036	0.07384638382523166	-1.5164430380331309	3.2514957366927706	1.4886044894593375
0.2	0.7999999999999999	300	1.570793185202243	0.12489045148915415	0.429619374564977	0.09417122164257158	-0.6038126190534309	2.0504945104911863	4.5615983040954395	0.029654381257819117	0.47420836945661626	0.09962799991103648	2.5583813539949896	-1.1014403313812775	1.4069184672962154
0.2	0.85	300	1.570793185202243	0.12657038564649303	0.4377437430585131	0.09511985101685744	0.7823243241521404	-1.2292793656485055	2.576051693279836	0.03342449632755999	0.5052511954310994	0.107521706818699	3.905638289352003	1.9065812945218563	-0.6209469408502948
0.2	0.8999999999999999	300	1.570793185202243	0	0	0	0	0	0	0	0	0	0	0	0
0.2	0.95	300	1.570793185202243	0	0	0	0	0	0	0	0	0	0	0	0
0.25	0.0	300	1.570793185202243	0.02810851741660138	0.018569838634064584	0.0008426630101250988	1.1484854176311647	-0.763136053723009	1.0917388728533841	0.027836863309689427	0.018694076904342743	0.0008566316641315146	4.403948481857601	-0.7257430039856753	3.103557911827799
0.25	0.049999999999999996	300	1.570793185202243	0.031235842152655725	0.04595374144000831	0.001074024287866339	-1.3093338803808265	0.4648584289636474	3.250394295883922	0.024904831141776124	0.008871878357967954	0.0009193618137290624	1.7311208909219955	3.618761637901037	2.2170393848458403
0.25	0.09999999999999999	300	1.570793185202243	0.03416576664231608	0.07324811908504243	0.0029457237167241686	0.5074606554083526	4.208109258280086	1.300306610671338	0.022210338912860356	0.036753602019476875	0.0003526571285923644	3.727701248446375	1.0628764403063702	2.2437351674616846
0.25	0.15	300	1.570793185202243	0.03868891630120525	0.10100789630436698	0.005789680401839135	-0.5295712427466658	2.0685455706992117	4.705997439299713	0.02028187957413962	0.06477312577148862	0.0014180442441058	2.5995598501174912	-1.0790444660659664	1.5898748954575403
0.25	0.19999999999999998	300	1.570793185202243	0.04017466889760212	0.12662105954443936	0.007027507810437973	4.644245674369399	-0.1629576727057923	1.6168174859493005	0.020591376308810617	0.09216689261965748	0.0023287714228998314	1.4140763494083253	2.9752771616028344	-1.2476022085163458
0.25	0.24999999999999997	300	1.570793185202243	0.04476486777300131	0.15335033674849047	0.012707892527554651	0.8585842839379874	-1.291484610067584	2.4577953963456913	0.017775567688098348	0.12079327972299296	0.006331317701869344	4.129444814585512	1.8539569495875339	-0.7763719216116418
0.25	0.3	300	1.570793185202243	0.04914120024990399	0.18003921521883196	0.01739521411392683	0.6603608062648113	4.6563975320165465	1.9214005407417818	0.016900089519190878	0.14947478064327396	0.010144391126032657	3.9468837813336863	1.5198665118934045	-1.3004330570149136
0.25	0.35	300	1.570793185202243	0.048444972178932615	0.20720461724269032	0.010871508740284946	3.266900053324757	3.4313315763084087	3.447993150686369	0.020187252101491724	0.17840978815277816	0.005130910970397446	0.16652239421746212	0.28249349441633415	0.2494376809705962
0.25	0.39999999999999997	300	1.570793185202243	0.05719473816299019	0.2285359275077872	0.023035838333813115	4.353543062318597	-0.6196677865798924	0.6719348463101816	0.01776210517909187	0.20408472952786597	0.015255403347744577	1.1547013830364816	2.5206778593231056	3.80383971291787
0.25	0.44999999999999996	300	1.570793185202243	0.06567789423588223	0.2580820305784777	0.03530192186800093	0.15972384117381289	3.7821383214062148	0.6547137898933888	0.015557964352284327	0.23640652561093295	0.026760736336670546	3.3565783493826764	0.6400325632962471	3.7452335679633286
