M2	e1	P2	omega1	s1pc	s2pc	s3pc	ph1pc	ph2pc	ph3pc	s1sc	s2sc	s3sc	ph1sc	ph2sc	ph3sc
0.5	0.0	300	0.0	0.0563466858225554	0.004779964165527669	0.01110445073441399	-0.05239201217375272	-0.9407598811635192	2.3224693298011965	0.0594472445739997	0.008490110952721272	0.011861924563823605	-0.5329338763887576	0.5202733475692561	2.6936032852330825
0.5	0.049999999999999996	300	0.0	0.05044510584668175	0.021250634418456968	0.015488135400241292	3.0311585074366243	0.7357681207592537	-0.10080388570853181	0.05574687574706371	0.017895281766241958	0.01527792039381229	2.426427087251527	4.5128208978621025	4.43580402851622
0.5	0.09999999999999999	300	0.0	0.05149344073389532	0.041898907709537796	0.02707578895721813	1.3938772425382877	3.918962512622461	1.51463258397068	0.05947894256872066	0.03783628401665047	0.026553010910558315	0.6848169927079418	0.7721397367859943	-1.1409144467423376
0.5	0.15	300	0.0	0.04877639043501759	0.06446067191070493	0.03893426219529279	1.6490495478859897	4.465990654896536	2.3502369580441123	0.0602120259544201	0.059384075640522824	0.03814357251523216	0.8054419910962777	1.045563369334561	-0.7546811711777948
0.5	0.19999999999999998	300	0.0	0.04565449755781025	0.08685008598702025	0.05070480805650023	2.3323675086534976	-0.5405692804451087	4.285389761225032	0.06072242931668114	0.08203171435985254	0.0494782516962365	1.333218684462009	2.1465265760649395	0.9015105843645159
0.5	0.24999999999999997	300	0.0	0.04182039897667991	0.11031431254546817	0.05960049496953549	2.9662523292463527	0.632328231124153	-0.21911223016815726	0.05728817804578908	0.10477854931462495	0.05840878264825903	1.7600787718235518	3.111146196363755	2.383793442064991
0.5	0.3	300	0.0	0.044380181157950484	0.13467004141582953	0.07043054589451977	4.04720701437123	2.491173153615287	2.6142100940258497	0.052487431697208924	0.13163750352514256	0.06912311070512743	2.629724119752082	-1.4540268034809791	-1.2022912088820532
0.5	0.35	300	0.0	0.04128683830459691	0.1499655685081738	0.08480100500722067	1.7966568079160052	4.5590434531657404	2.430249784328703	0.061359222721266204	0.14676070669425373	0.08488133476713929	0.4539800106082717	0.4100489883273802	4.65760895030112
0.5	0.39999999999999997	300	0.0	0.037550311874467654	0.17220246972340056	0.098237600805138	0.9780478404583842	2.9825422992814588	0.03242091918440611	0.06447578541501861	0.16859530360577693	0.09670824278319763	-0.5040778922567271	-1.3365601630652109	2.0978381946411595
0.5	0.44999999999999996	300	0.0	0.03834936006792625	0.19054812989734293	0.10157303592833619	4.55095505649011	3.51597834832853	4.019122672522164	0.059611456580811045	0.18727193144525314	0.09943744656523136	2.9031635850789863	-0.9300801828378057	-0.3652901011345343
0.5	0.49999999999999994	300	0.0	0.03516095086158288	0.21139613920032593	0.10932270307161158	-0.9435762766162986	-1.2037132212124435	0.07576329627810607	0.05441103104935726	0.2100947752460977	0.10861494356854205	3.57165449341476	0.4730884241986686	1.799227008176509
0.5	0.5499999999999999	300	0.0	0.03588194522102738	0.23366440923987578	0.12661297377651512	0.04639807597526399	0.7478125464425162	2.947956855543587	0.05828346430842614	0.23006188888668716	0.1257193669015637	4.459639573260689	2.2322161062421104	4.4647428929760595
0.5	0.6	300	0.0	0.018666705488004347	0.2515208583691614	0.1260133006919705	1.959876666550066	-1.2330838494355856	2.967602156471452	0.06253003347021861	0.2465602789969302	0.12442544335549116	0.15333040212418672	0.10647967362600973	4.313382572878417
0.5	0.6499999999999999	300	0.0	0.027630617211583962	0.2700260846995307	0.14709652233117906	0.5934517169582437	2.050817720924834	-1.4819735799428202	0.06203289914221186	0.2681488933082206	0.14952334916157403	-1.3721545516631601	3.246601303813073	-0.27234097173153093
0.5	0.7	300	0.0	0.017108798022541262	0.3229745346085894	0.11717597731114814	-1.2781623887258386	3.0008727824740182	3.071966183750601	0.04517481161225334	0.32333809073163683	0.115534977047013	1.8261157039659106	4.032054503639885	4.062308230192432
0.5	0.7499999999999999	300	0.0	0.014189832413483108	0.2920172640418781	0.13523617897137563	2.652253447362169	0.4691793349273717	-0.8682307188439132	0.053192384868984414	0.29136512540155296	0.13509114141655226	0.828912988827188	1.351465225185318	0.022251866935365433
0.5	0.7999999999999999	300	0.0	0.013741653099016683	0.3182913156234249	0.16600402241154624	0.030219415440328263	1.7620425758582672	4.232258519032249	0.05474211674874917	0.3169861354170245	0.16479290411797198	4.535135868492731	2.460030263710109	-1.33867882071256
0.5	0.85	300	0.0	0.020314066106796033	0.3337317252475408	0.17556345532318232	-1.2748813778264039	2.563099781333835	-0.9506912731528057	0.06874251614761992	0.32889292070365383	0.17484282922034639	-1.4635851091936494	3.099480872289821	-0.42792064561534304
0.5	0.8999999999999999	300	0.0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.95	300	0.0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.0	300	0.41887902047863906	0.05211321922457662	0.007108675539574524	0.010643305005710214	3.329344726662757	-0.171993118258408	-0.04616868909795154	0.0557703357262823	0.010525154534975129	0.011291076844102663	2.828742047671274	0.8099108200619367	0.25167736674426344
0.5	0.049999999999999996	300	0.41887902047863906	0.05777749416477512	0.02209453781113317	0.018942982365483915	0.37445826209915095	1.361349967593848	4.215796046153255	0.05650208405633785	0.013567834099077723	0.01177054367506517	-0.2125934800562354	-1.4075737509443844	2.5541801561586674
0.5	0.09999999999999999	300	0.41887902047863906	0.05887479349082022	0.04325397710367179	0.029729124891993475	4.636132896395162	3.5654854366193627	4.502489983010348	0.0505409957700045	0.03642602347864011	0.02145709408014827	3.9007215183571082	0.41026140333088246	1.8744525822562683
0.5	0.15	300	0.41887902047863906	0.056720354143425925	0.06547262971261564	0.04023227334918132	2.6296349634736074	-0.35712559911982206	-1.4629632384889792	0.04904328007603978	0.05812647167975041	0.033404641890168035	1.7058256089418657	2.5469916571354503	1.7606088027380848
0.5	0.19999999999999998	300	0.41887902047863906	0.060068584397200316	0.08849438153049154	0.051991839242556376	4.305172525048091	2.8220528417664887	3.4227598924119533	0.04171008557905204	0.08295823371624944	0.045026515180294574	3.236981537058157	-0.6992530236056879	0.12307854657778436
0.5	0.24999999999999997	300	0.41887902047863906	0.06440249942922993	0.10692845210178281	0.06498523056500971	4.654751405685495	3.534362434281127	4.438302433730877	0.041424258671389554	0.1025967264291125	0.05718188253090601	3.4535450227802427	-0.22198323191150626	0.8504575383025381
0.5	0.3	300	0.41887902047863906	0.05736980019560475	0.1377122213807366	0.07335541051404387	3.7672346456218264	1.7602269805817339	1.7341043320555976	0.03808977295589837	0.13103975118377603	0.06601772186214121	2.3188450958217137	4.152025611783725	4.218515737306636
0.5	0.35	300	0.41887902047863906	0.0605909640375379	0.16003256063061752	0.08171952564935585	3.952085860507056	2.015806969953781	2.1310262736690078	0.034047882004765516	0.1556104535874403	0.07562233277069186	2.3256282033920925	4.2497129416115795	4.447523848500201
